,generation,auc,final_y,run,problem
1692,92,0.3372244174486256,0.002692054525376336,2,ellipsometry
1693,93,0.3372244174486256,0.002692054525376336,2,ellipsometry
1694,94,0.34856658648891803,0.00030079294631258865,2,ellipsometry
1695,95,0.350598190780163,0.00019870606822746834,2,ellipsometry
1696,96,0.350598190780163,0.00019870606822746834,2,ellipsometry
1697,97,0.350598190780163,0.00019870606822746834,2,ellipsometry
1698,98,0.350598190780163,0.00019870606822746834,2,ellipsometry
1699,99,0.350598190780163,0.00019870606822746834,2,ellipsometry
1700,0,0.23877230423826976,0.013923300822392369,3,ellipsometry
1701,1,0.2971861742910767,0.013923300822392369,3,ellipsometry
1702,2,0.2971861742910767,0.013923300822392369,3,ellipsometry
1703,3,0.2971861742910767,0.013923300822392369,3,ellipsometry
1704,4,0.2971861742910767,0.013923300822392369,3,ellipsometry
1705,5,0.2971861742910767,0.013923300822392369,3,ellipsometry
1706,6,0.2971861742910767,0.013923300822392369,3,ellipsometry
1707,7,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1708,8,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1709,9,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1710,10,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1711,11,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1712,12,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1713,13,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1714,14,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1715,15,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1716,16,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1717,17,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1718,18,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1719,19,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1720,20,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1721,21,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1722,22,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1723,23,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1724,24,0.5905371062696319,2.00951428669202e-09,3,ellipsometry
1725,25,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1726,26,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
1727,27,0.6431016699627076,7.065509160831305e-11,3,ellipsometry
